series_id,element,parent_smiles,halogen_count,cid
S0147,F,CC=CCC,10,155748
S0148,F,CC=CCCC,1,54321192
S0148,F,CC=CCCC,2,72459386
S0148,F,CC=CCCC,3,53823596
S0148,F,CC=CCCC,4,173405103
S0148,F,CC=CCCC,5,173193357
S0148,F,CC=CCCC,6,76218895
S0148,F,CC=CCCC,7,173104539
S0148,F,CC=CCCC,8,173683592
S0148,F,CC=CCCC,9,87221756
S0148,F,CC=CCCC,10,173692534
S0148,F,CC=CCCC,11,85556513
S0148,F,CC=CCCC,12,4339537
S0149,F,CCC(=O)CC,1,83814951
S0149,F,CCC(=O)CC,2,88152746
S0149,F,CCC(=O)CC,3,12759147
S0149,F,CCC(=O)CC,4,45119087
S0149,F,CCC(=O)CC,5,154422539
S0149,F,CCC(=O)CC,6,87965919
S0149,F,CCC(=O)CC,7,85793647
S0149,F,CCC(=O)CC,8,21483511
S0149,F,CCC(=O)CC,9,85793649
S0149,F,CCC(=O)CC,10,13115943
S0150,F,CCC(=O)Nc1ccccc1,1,924462
S0150,F,CCC(=O)Nc1ccccc1,2,17019606
S0150,F,CCC(=O)Nc1ccccc1,3,64592398
S0150,F,CCC(=O)Nc1ccccc1,4,103600299
S0150,F,CCC(=O)Nc1ccccc1,5,4556823
S0150,F,CCC(=O)Nc1ccccc1,6,4142134
S0150,F,CCC(=O)Nc1ccccc1,7,114038120
S0150,F,CCC(=O)Nc1ccccc1,8,156646272
S0150,F,CCC(=O)Nc1ccccc1,9,108059438
S0150,F,CCC(=O)Nc1ccccc1,10,15531218
S0151,F,CCC(=O)OC(=O)CC,1,87154306
S0151,F,CCC(=O)OC(=O)CC,2,75274
S0151,F,CCC(=O)OC(=O)CC,3,87154341
S0151,F,CCC(=O)OC(=O)CC,4,169718069
S0151,F,CCC(=O)OC(=O)CC,5,169719209
S0151,F,CCC(=O)OC(=O)CC,6,169720228
S0151,F,CCC(=O)OC(=O)CC,7,169734530
S0151,F,CCC(=O)OC(=O)CC,8,54201531
S0151,F,CCC(=O)OC(=O)CC,9,169733162
S0151,F,CCC(=O)OC(=O)CC,10,67742
S0152,F,CCC(=O)OCc1ccccc1,1,15014458
S0152,F,CCC(=O)OCc1ccccc1,2,12084135
S0152,F,CCC(=O)OCc1ccccc1,3,164852824
S0152,F,CCC(=O)OCc1ccccc1,4,11345375
S0152,F,CCC(=O)OCc1ccccc1,5,561773
S0152,F,CCC(=O)OCc1ccccc1,6,91704387
S0152,F,CCC(=O)OCc1ccccc1,7,91713002
S0152,F,CCC(=O)OCc1ccccc1,8,91719109
S0152,F,CCC(=O)OCc1ccccc1,9,91723999
S0152,F,CCC(=O)OCc1ccccc1,10,91727606
S0153,F,CCC(=O)Oc1ccccc1,1,641323
S0153,F,CCC(=O)Oc1ccccc1,2,52916940
S0153,F,CCC(=O)Oc1ccccc1,3,54030014
S0153,F,CCC(=O)Oc1ccccc1,4,174996256
S0153,F,CCC(=O)Oc1ccccc1,5,15527781
S0153,F,CCC(=O)Oc1ccccc1,6,88574817
S0153,F,CCC(=O)Oc1ccccc1,7,88574663
S0153,F,CCC(=O)Oc1ccccc1,8,86762715
S0153,F,CCC(=O)Oc1ccccc1,9,88574527
S0153,F,CCC(=O)Oc1ccccc1,10,23067831
S0154,F,CCC(C)(C)C,1,23234144
S0154,F,CCC(C)(C)C,2,23405334
S0154,F,CCC(C)(C)C,3,21020795
S0154,F,CCC(C)(C)C,4,21656974
S0154,F,CCC(C)(C)C,5,23262889
S0154,F,CCC(C)(C)C,6,19105655
S0154,F,CCC(C)(C)C,7,159211066
S0154,F,CCC(C)(C)C,8,59157007
S0154,F,CCC(C)(C)C,9,54277282
S0154,F,CCC(C)(C)C,10,71330977
S0154,F,CCC(C)(C)C,11,173614692
S0155,F,CCC(C)(C)C(=O)OC(C)CC(C)(C)O,2,122537444
S0155,F,CCC(C)(C)C(=O)OC(C)CC(C)(C)O,3,57718725
S0155,F,CCC(C)(C)C(=O)OC(C)CC(C)(C)O,4,126549875
S0155,F,CCC(C)(C)C(=O)OC(C)CC(C)(C)O,5,58091857
S0155,F,CCC(C)(C)C(=O)OC(C)CC(C)(C)O,6,58133264
S0155,F,CCC(C)(C)C(=O)OC(C)CC(C)(C)O,7,58881395
S0155,F,CCC(C)(C)C(=O)OC(C)CC(C)(C)O,8,58881430
S0155,F,CCC(C)(C)C(=O)OC(C)CC(C)(C)O,9,89772315
S0155,F,CCC(C)(C)C(=O)OC(C)CC(C)(C)O,10,88981379
S0155,F,CCC(C)(C)C(=O)OC(C)CC(C)(C)O,11,58881405
S0156,F,CCC(C)(C)CC,1,123417547
S0156,F,CCC(C)(C)CC,2,58937711
S0156,F,CCC(C)(C)CC,3,21014884
S0156,F,CCC(C)(C)CC,4,88932066
S0156,F,CCC(C)(C)CC,5,162616271
S0156,F,CCC(C)(C)CC,6,59806861
S0156,F,CCC(C)(C)CC,7,140554066
S0156,F,CCC(C)(C)CC,8,59157009
S0156,F,CCC(C)(C)CC,9,87605704
S0156,F,CCC(C)(C)CC,10,19091147
S0157,F,CCC(C)(C)O,1,20540624
S0157,F,CCC(C)(C)O,2,80610709
S0157,F,CCC(C)(C)O,3,143372173
S0157,F,CCC(C)(C)O,4,34628
S0157,F,CCC(C)(C)O,5,19788877
S0157,F,CCC(C)(C)O,6,21049769
S0157,F,CCC(C)(C)O,7,88974882
S0157,F,CCC(C)(C)O,8,53441280
S0157,F,CCC(C)(C)O,9,85662933
S0157,F,CCC(C)(C)O,10,19788875
S0157,F,CCC(C)(C)O,11,160813
S0157,F,CCC(C)(C)O,12,20349325
S0158,F,CCC(C)C,1,22865594
S0158,F,CCC(C)C,2,129405175
S0158,F,CCC(C)C,3,136255
S0158,F,CCC(C)C,4,19091134
S0158,F,CCC(C)C,5,19091130
S0158,F,CCC(C)C,6,54411205
S0158,F,CCC(C)C,7,19078824
S0158,F,CCC(C)C,8,22967413
S0158,F,CCC(C)C,9,19788862
S0158,F,CCC(C)C,10,18944839
S0158,F,CCC(C)C,11,18944840
S0158,F,CCC(C)C,12,11679
S0159,F,CCC(C)C(C)C,1,59475889
S0159,F,CCC(C)C(C)C,2,132092324
S0159,F,CCC(C)C(C)C,3,123377380
S0159,F,CCC(C)C(C)C,4,167089877
S0159,F,CCC(C)C(C)C,5,88529807
S0159,F,CCC(C)C(C)C,6,89245722
S0159,F,CCC(C)C(C)C,7,146787981
S0159,F,CCC(C)C(C)C,8,91056041
S0159,F,CCC(C)C(C)C,9,19105646
S0159,F,CCC(C)C(C)C,10,88476959
S0159,F,CCC(C)C(C)C,11,22967414
S0159,F,CCC(C)C(C)C,12,14225156
S0160,F,CCC(C)C=O,1,54400283
S0160,F,CCC(C)C=O,2,134384138
S0160,F,CCC(C)C=O,3,83826233
S0160,F,CCC(C)C=O,4,105430869
S0160,F,CCC(C)C=O,5,84767037
S0160,F,CCC(C)C=O,6,84773038
S0160,F,CCC(C)C=O,7,162575564
S0160,F,CCC(C)C=O,8,58856305
S0160,F,CCC(C)C=O,9,123503220
S0160,F,CCC(C)C=O,10,23233251
S0161,F,CCC(C)CC,1,23236199
S0161,F,CCC(C)CC,2,57667466
S0161,F,CCC(C)CC,3,23235102
S0161,F,CCC(C)CC,4,59742437
S0161,F,CCC(C)CC,5,87693379
S0161,F,CCC(C)CC,6,88220504
S0161,F,CCC(C)CC,7,117681920
S0161,F,CCC(C)CC,8,58991615
S0161,F,CCC(C)CC,9,19105652
S0161,F,CCC(C)CC,10,19105649
S0161,F,CCC(C)CC,11,57724298
S0161,F,CCC(C)CC,12,59085131
S0161,F,CCC(C)CC,13,87220951
S0161,F,CCC(C)CC,14,70081
S0162,F,CCC(C)CC(C)C,1,139474646
S0162,F,CCC(C)CC(C)C,2,20576356
S0162,F,CCC(C)CC(C)C,3,58914162
S0162,F,CCC(C)CC(C)C,4,90842740
S0162,F,CCC(C)CC(C)C,5,89380606
S0162,F,CCC(C)CC(C)C,6,162565441
S0162,F,CCC(C)CC(C)C,7,158342354
S0162,F,CCC(C)CC(C)C,8,89889320
S0162,F,CCC(C)CC(C)C,9,89181068
S0162,F,CCC(C)CC(C)C,10,143403539
S0163,F,CCC(C)OC,1,21749122
S0163,F,CCC(C)OC,2,57055547
S0163,F,CCC(C)OC,3,20625795
S0163,F,CCC(C)OC,4,54394012
S0163,F,CCC(C)OC,5,53848812
S0163,F,CCC(C)OC,6,53819386
S0163,F,CCC(C)OC,7,57200862
S0163,F,CCC(C)OC,8,59047713
S0163,F,CCC(C)OC,9,101162530
S0163,F,CCC(C)OC,10,85787960
S0164,F,CCC(C)c1ccccc1,1,21531740
S0164,F,CCC(C)c1ccccc1,2,22161969
S0164,F,CCC(C)c1ccccc1,3,77494080
S0164,F,CCC(C)c1ccccc1,4,145653045
S0164,F,CCC(C)c1ccccc1,5,90929968
S0164,F,CCC(C)c1ccccc1,6,21731099
S0164,F,CCC(C)c1ccccc1,7,90307434
S0164,F,CCC(C)c1ccccc1,8,122527181
S0164,F,CCC(C)c1ccccc1,9,91104951
S0164,F,CCC(C)c1ccccc1,10,166169646
S0165,F,CCC(CC)OC,1,88871699
S0165,F,CCC(CC)OC,2,54166532
S0165,F,CCC(CC)OC,3,57070526
S0165,F,CCC(CC)OC,4,53828430
S0165,F,CCC(CC)OC,5,57097116
S0165,F,CCC(CC)OC,6,54082970
S0165,F,CCC(CC)OC,7,54429605
S0165,F,CCC(CC)OC,8,54155981
S0165,F,CCC(CC)OC,9,57179540
S0165,F,CCC(CC)OC,10,54317758
S0165,F,CCC(CC)OC,11,89987559
S0166,F,CCC.CCC,1,144495907
S0166,F,CCC.CCC,2,159497586
S0166,F,CCC.CCC,3,161701752
S0166,F,CCC.CCC,4,88547306
S0166,F,CCC.CCC,5,157669065
S0166,F,CCC.CCC,6,160797406
S0166,F,CCC.CCC,7,88145842
S0166,F,CCC.CCC,8,161854383
S0166,F,CCC.CCC,9,158644261
S0166,F,CCC.CCC,10,90956247
S0166,F,CCC.CCC,11,174914110
S0166,F,CCC.CCC,12,87253056
S0166,F,CCC.CCC,13,161997572
S0166,F,CCC.CCC,14,158158240
S0166,F,CCC.CCC,15,23170182
S0166,F,CCC.CCC,16,87244472
S0167,F,CCC1CC1,1,147756671
S0167,F,CCC1CC1,2,57102354
S0167,F,CCC1CC1,3,67426024
S0167,F,CCC1CC1,4,23109691
S0167,F,CCC1CC1,5,53786360
S0167,F,CCC1CC1,6,89409729
S0167,F,CCC1CC1,7,18520878
S0167,F,CCC1CC1,8,175353747
S0167,F,CCC1CC1,9,54179802
S0167,F,CCC1CC1,10,14617223
S0168,F,CCC=C(C)C,1,54413073
S0168,F,CCC=C(C)C,2,54432902
S0168,F,CCC=C(C)C,3,58901116
S0168,F,CCC=C(C)C,4,153946336
S0168,F,CCC=C(C)C,5,159339408
S0168,F,CCC=C(C)C,6,162597319
S0168,F,CCC=C(C)C,7,176178347
S0168,F,CCC=C(C)C,8,15489697
S0168,F,CCC=C(C)C,9,21954154
S0168,F,CCC=C(C)C,10,23233522
S0168,F,CCC=C(C)C,11,12730203
S0168,F,CCC=C(C)C,12,74105
S0169,F,CCC=CCC,1,145218213
S0169,F,CCC=CCC,2,154236841
S0169,F,CCC=CCC,3,54260253
S0169,F,CCC=CCC,4,175884032
S0169,F,CCC=CCC,5,86109311
S0169,F,CCC=CCC,6,153528509
S0169,F,CCC=CCC,7,76545614
S0169,F,CCC=CCC,8,171589115
S0169,F,CCC=CCC,9,175463691
S0169,F,CCC=CCC,10,89511916
S0169,F,CCC=CCC,11,73177907
S0169,F,CCC=CCC,12,54264704
S0170,F,CCCC,1,3013860
S0170,F,CCCC,2,23236146
S0170,F,CCCC,3,13640740
S0170,F,CCCC,4,15215968
S0170,F,CCCC,5,20059033
S0170,F,CCCC,6,13597428
S0170,F,CCCC,7,92174067
S0170,F,CCCC,8,97291055
S0170,F,CCCC,9,97291050
S0170,F,CCCC,10,9638
S0171,F,CCCC(=O)CC(=O)c1ccccc1,1,140259223
S0171,F,CCCC(=O)CC(=O)c1ccccc1,2,61393241
S0171,F,CCCC(=O)CC(=O)c1ccccc1,3,140259341
S0171,F,CCCC(=O)CC(=O)c1ccccc1,4,140258689
S0171,F,CCCC(=O)CC(=O)c1ccccc1,5,140259500
S0171,F,CCCC(=O)CC(=O)c1ccccc1,6,140259157
S0171,F,CCCC(=O)CC(=O)c1ccccc1,7,2782584
S0171,F,CCCC(=O)CC(=O)c1ccccc1,8,12588957
S0171,F,CCCC(=O)CC(=O)c1ccccc1,9,19961385
S0171,F,CCCC(=O)CC(=O)c1ccccc1,10,12715208
S0172,F,CCCC(=O)Nc1ccccc1,1,531793
S0172,F,CCCC(=O)Nc1ccccc1,2,924923
S0172,F,CCCC(=O)Nc1ccccc1,3,21397754
S0172,F,CCCC(=O)Nc1ccccc1,4,103600298
S0172,F,CCCC(=O)Nc1ccccc1,5,155941267
S0172,F,CCCC(=O)Nc1ccccc1,6,169302922
S0172,F,CCCC(=O)Nc1ccccc1,7,9556
S0172,F,CCCC(=O)Nc1ccccc1,8,532974
S0172,F,CCCC(=O)Nc1ccccc1,9,4150369
S0172,F,CCCC(=O)Nc1ccccc1,10,156117904
S0172,F,CCCC(=O)Nc1ccccc1,11,156646236
S0172,F,CCCC(=O)Nc1ccccc1,12,3694016
S0173,F,CCCC(=O)c1ccc(OC)cc1,1,22554952
S0173,F,CCCC(=O)c1ccc(OC)cc1,2,60964471
S0173,F,CCCC(=O)c1ccc(OC)cc1,3,54759094
S0173,F,CCCC(=O)c1ccc(OC)cc1,4,65709907
S0173,F,CCCC(=O)c1ccc(OC)cc1,5,114976514
S0173,F,CCCC(=O)c1ccc(OC)cc1,6,114976551
S0173,F,CCCC(=O)c1ccc(OC)cc1,7,311999
S0173,F,CCCC(=O)c1ccc(OC)cc1,8,146006733
S0173,F,CCCC(=O)c1ccc(OC)cc1,9,146008780
S0173,F,CCCC(=O)c1ccc(OC)cc1,10,146008217
S0173,F,CCCC(=O)c1ccc(OC)cc1,11,146009348
S0174,F,CCCC(=O)c1cccc(OC)c1,1,82807761
S0174,F,CCCC(=O)c1cccc(OC)c1,2,114962243
S0174,F,CCCC(=O)c1cccc(OC)c1,3,64567971
S0174,F,CCCC(=O)c1cccc(OC)c1,4,82807888
S0174,F,CCCC(=O)c1cccc(OC)c1,5,114976552
S0174,F,CCCC(=O)c1cccc(OC)c1,6,79952985
S0174,F,CCCC(=O)c1cccc(OC)c1,7,146007366
S0174,F,CCCC(=O)c1cccc(OC)c1,8,146006749
S0174,F,CCCC(=O)c1cccc(OC)c1,9,146008917
S0174,F,CCCC(=O)c1cccc(OC)c1,10,146008193
S0175,F,CCCC(=O)c1ccccc1,1,68498
S0175,F,CCCC(=O)c1ccccc1,2,523154
S0175,F,CCCC(=O)c1ccccc1,3,130597976
S0175,F,CCCC(=O)c1ccccc1,4,164660564
S0175,F,CCCC(=O)c1ccccc1,5,64567568
S0175,F,CCCC(=O)c1ccccc1,6,103301236
S0175,F,CCCC(=O)c1ccccc1,7,238424
S0175,F,CCCC(=O)c1ccccc1,8,114976599
S0175,F,CCCC(=O)c1ccccc1,9,146006230
S0175,F,CCCC(=O)c1ccccc1,10,146008055
S0176,F,CCCC(=O)c1ccccc1OC,1,66969417
S0176,F,CCCC(=O)c1ccccc1OC,2,146006092
S0176,F,CCCC(=O)c1ccccc1OC,3,64567769
S0176,F,CCCC(=O)c1ccccc1OC,4,80459813
S0176,F,CCCC(=O)c1ccccc1OC,5,114976607
S0176,F,CCCC(=O)c1ccccc1OC,6,79954752
S0176,F,CCCC(=O)c1ccccc1OC,7,100922694
S0176,F,CCCC(=O)c1ccccc1OC,8,146006787
S0176,F,CCCC(=O)c1ccccc1OC,9,146006095
S0176,F,CCCC(=O)c1ccccc1OC,10,146008171
S0177,F,CCCC(C)(C)C,1,20755641
S0177,F,CCCC(C)(C)C,2,116841211
S0177,F,CCCC(C)(C)C,3,139360092
S0177,F,CCCC(C)(C)C,4,58463117
S0177,F,CCCC(C)(C)C,5,20755636
S0177,F,CCCC(C)(C)C,6,118473946
S0177,F,CCCC(C)(C)C,7,123731039
S0177,F,CCCC(C)(C)C,8,57682221
S0177,F,CCCC(C)(C)C,9,54245524
S0177,F,CCCC(C)(C)C,10,57724307
S0177,F,CCCC(C)(C)C,11,58781684
S0178,F,CCCC(C)(C)O,1,19083207
S0178,F,CCCC(C)(C)O,2,23184966
S0178,F,CCCC(C)(C)O,3,23272150
S0178,F,CCCC(C)(C)O,4,151698789
S0178,F,CCCC(C)(C)O,5,59302177
S0178,F,CCCC(C)(C)O,6,19788866
S0178,F,CCCC(C)(C)O,7,89018949
S0178,F,CCCC(C)(C)O,8,19788848
S0178,F,CCCC(C)(C)O,9,19788893
S0178,F,CCCC(C)(C)O,10,19761931
S0178,F,CCCC(C)(C)O,11,85662913
S0178,F,CCCC(C)(C)O,12,19788873
S0178,F,CCCC(C)(C)O,13,12525134
S0179,F,CCCC(C)=O,1,53900857
S0179,F,CCCC(C)=O,2,23235135
S0179,F,CCCC(C)=O,3,164012480
S0179,F,CCCC(C)=O,4,21483510
S0179,F,CCCC(C)=O,5,87161083
S0179,F,CCCC(C)=O,6,7158883
S0179,F,CCCC(C)=O,7,165662012
S0179,F,CCCC(C)=O,8,164667552
S0179,F,CCCC(C)=O,9,12578758
S0179,F,CCCC(C)=O,10,11780424
S0180,F,CCCC(C)C,1,23234143
S0180,F,CCCC(C)C,2,21068516
S0180,F,CCCC(C)C,3,53873144
S0180,F,CCCC(C)C,4,57645373
S0180,F,CCCC(C)C,5,121440969
S0180,F,CCCC(C)C,6,173254411
S0180,F,CCCC(C)C,7,15044621
S0180,F,CCCC(C)C,8,89358367
S0180,F,CCCC(C)C,9,18520945
S0180,F,CCCC(C)C,10,15044591
S0180,F,CCCC(C)C,11,15044631
S0180,F,CCCC(C)C,12,53733900
S0180,F,CCCC(C)C,13,10914179
S0180,F,CCCC(C)C,14,67726
S0181,F,CCCC(C)CC,1,54374182
S0181,F,CCCC(C)CC,2,88212452
S0181,F,CCCC(C)CC,3,23168875
S0181,F,CCCC(C)CC,4,162578154
S0181,F,CCCC(C)CC,5,57667465
S0181,F,CCCC(C)CC,6,10798392
S0181,F,CCCC(C)CC,7,88864469
S0181,F,CCCC(C)CC,8,19105647
S0181,F,CCCC(C)CC,9,19105644
S0181,F,CCCC(C)CC,10,19105641
S0181,F,CCCC(C)CC,11,89440790
S0181,F,CCCC(C)CC,12,174481422
S0181,F,CCCC(C)CC,13,88477711
S0181,F,CCCC(C)CC,14,87489259
S0181,F,CCCC(C)CC,15,87635639
S0181,F,CCCC(C)CC,16,13451022
S0182,F,CCCC(C)N,1,76223851
S0182,F,CCCC(C)N,2,89153971
S0182,F,CCCC(C)N,3,13620750
S0182,F,CCCC(C)N,4,165642327
S0182,F,CCCC(C)N,5,175347641
S0182,F,CCCC(C)N,6,82400693
S0182,F,CCCC(C)N,7,165691751
S0182,F,CCCC(C)N,8,165884037
S0182,F,CCCC(C)N,9,165754927
S0182,F,CCCC(C)N,10,14569601
S0183,F,CCCC(C)O,1,105426970
S0183,F,CCCC(C)O,2,87688066
S0183,F,CCCC(C)O,3,13620753
S0183,F,CCCC(C)O,4,131061196
S0183,F,CCCC(C)O,5,59302196
S0183,F,CCCC(C)O,6,131175594
S0183,F,CCCC(C)O,7,165633098
S0183,F,CCCC(C)O,8,165650068
S0183,F,CCCC(C)O,9,165635383
S0183,F,CCCC(C)O,10,174618264
S0183,F,CCCC(C)O,11,22446654
S0184,F,CCCC.CCCC,1,156801922
S0184,F,CCCC.CCCC,2,143100456
S0184,F,CCCC.CCCC,3,159317675
S0184,F,CCCC.CCCC,4,91458449
S0184,F,CCCC.CCCC,5,160619944
S0184,F,CCCC.CCCC,6,160603573
S0184,F,CCCC.CCCC,7,159258757
S0184,F,CCCC.CCCC,8,161443476
S0184,F,CCCC.CCCC,9,160069893
S0184,F,CCCC.CCCC,10,159980094
S0185,F,CCCC1CO1,1,20224821
S0185,F,CCCC1CO1,2,123158395
S0185,F,CCCC1CO1,3,20651951
S0185,F,CCCC1CO1,4,54359592
S0185,F,CCCC1CO1,5,22660331
S0185,F,CCCC1CO1,6,160030360
S0185,F,CCCC1CO1,7,4117033
S0185,F,CCCC1CO1,8,175175510
S0185,F,CCCC1CO1,9,175154550
S0185,F,CCCC1CO1,10,56587789
S0186,F,CCCCC,1,95757011
S0186,F,CCCCC,2,520839
S0186,F,CCCCC,3,13394821
S0186,F,CCCCC,4,54441708
S0186,F,CCCCC,5,13459587
S0186,F,CCCCC,6,22145515
S0186,F,CCCCC,7,54428458
S0186,F,CCCCC,8,12829393
S0186,F,CCCCC,9,12711287
S0186,F,CCCCC,10,15825707
S0186,F,CCCCC,11,9816874
S0186,F,CCCCC,12,12675
S0187,F,CCCCC(=O)CC,1,18683952
S0187,F,CCCCC(=O)CC,2,90058379
S0187,F,CCCCC(=O)CC,3,79428233
S0187,F,CCCCC(=O)CC,4,108052137
S0187,F,CCCCC(=O)CC,5,238409
S0187,F,CCCCC(=O)CC,6,115515789
S0187,F,CCCCC(=O)CC,7,108053157
S0187,F,CCCCC(=O)CC,8,108095985
S0187,F,CCCCC(=O)CC,9,87885015
S0187,F,CCCCC(=O)CC,10,152163165
S0188,F,CCCCC(=O)CC(=O)c1ccccc1,1,140259959
S0188,F,CCCCC(=O)CC(=O)c1ccccc1,2,140258582
S0188,F,CCCCC(=O)CC(=O)c1ccccc1,3,140259123
S0188,F,CCCCC(=O)CC(=O)c1ccccc1,4,140258998
S0188,F,CCCCC(=O)CC(=O)c1ccccc1,5,140258992
S0188,F,CCCCC(=O)CC(=O)c1ccccc1,6,140259632
S0188,F,CCCCC(=O)CC(=O)c1ccccc1,7,175191032
S0188,F,CCCCC(=O)CC(=O)c1ccccc1,8,6917123
S0188,F,CCCCC(=O)CC(=O)c1ccccc1,9,2782583
S0188,F,CCCCC(=O)CC(=O)c1ccccc1,10,88683397
S0188,F,CCCCC(=O)CC(=O)c1ccccc1,11,19961379
S0189,F,CCCCC(=O)OC,1,3029716
S0189,F,CCCCC(=O)OC,2,59706978
S0189,F,CCCCC(=O)OC,3,23236315
S0189,F,CCCCC(=O)OC,4,170023974
S0189,F,CCCCC(=O)OC,5,170096906
S0189,F,CCCCC(=O)OC,6,13500158
S0189,F,CCCCC(=O)OC,7,162541795
S0189,F,CCCCC(=O)OC,8,2775462
S0189,F,CCCCC(=O)OC,9,526458
S0189,F,CCCCC(=O)OC,10,170097481
S0190,F,CCCCC(=O)c1ccccc1,1,81113753
S0190,F,CCCCC(=O)c1ccccc1,2,62620087
S0190,F,CCCCC(=O)c1ccccc1,3,62621736
S0190,F,CCCCC(=O)c1ccccc1,4,102134718
S0190,F,CCCCC(=O)c1ccccc1,5,101885211
S0190,F,CCCCC(=O)c1ccccc1,6,115792229
S0190,F,CCCCC(=O)c1ccccc1,7,20769612
S0190,F,CCCCC(=O)c1ccccc1,8,115792347
S0190,F,CCCCC(=O)c1ccccc1,9,12608366
S0190,F,CCCCC(=O)c1ccccc1,10,146010204
S0190,F,CCCCC(=O)c1ccccc1,11,146006237
S0190,F,CCCCC(=O)c1ccccc1,12,146008053
S0191,F,CCCCC(C)(C)C,1,21054027
S0191,F,CCCCC(C)(C)C,2,58974920
S0191,F,CCCCC(C)(C)C,3,21731077
S0191,F,CCCCC(C)(C)C,4,88592335
S0191,F,CCCCC(C)(C)C,5,118215303
S0191,F,CCCCC(C)(C)C,6,58352395
S0191,F,CCCCC(C)(C)C,7,155261843
S0191,F,CCCCC(C)(C)C,8,59126181
S0191,F,CCCCC(C)(C)C,9,129191399
S0191,F,CCCCC(C)(C)C,10,86215891
S0192,F,CCCCC(C)C,1,54154933
S0192,F,CCCCC(C)C,2,142054931
S0192,F,CCCCC(C)C,3,21020573
S0192,F,CCCCC(C)C,4,58901115
S0192,F,CCCCC(C)C,5,58100014
S0192,F,CCCCC(C)C,6,88623942
S0192,F,CCCCC(C)C,7,134169581
S0192,F,CCCCC(C)C,8,142184167
S0192,F,CCCCC(C)C,9,88552260
S0192,F,CCCCC(C)C,10,86215885
S0192,F,CCCCC(C)C,11,18477230
S0192,F,CCCCC(C)C,12,153713378
S0192,F,CCCCC(C)C,13,88477188
S0192,F,CCCCC(C)C,14,23236420
S0192,F,CCCCC(C)C,15,19083379
S0192,F,CCCCC(C)C,16,11440611
S0193,F,CCCCC(C)CC,1,123377313
S0193,F,CCCCC(C)CC,2,23237105
S0193,F,CCCCC(C)CC,3,21733046
S0193,F,CCCCC(C)CC,4,144243429
S0193,F,CCCCC(C)CC,5,91423914
S0193,F,CCCCC(C)CC,6,23236454
S0193,F,CCCCC(C)CC,7,156626282
S0193,F,CCCCC(C)CC,8,118636589
S0193,F,CCCCC(C)CC,9,118912272
S0193,F,CCCCC(C)CC,10,87330524
S0194,F,CCCCC(O)O,1,123757289
S0194,F,CCCCC(O)O,2,151278273
S0194,F,CCCCC(O)O,3,87114983
S0194,F,CCCCC(O)O,4,156773071
S0194,F,CCCCC(O)O,5,166745185
S0194,F,CCCCC(O)O,6,21315833
S0194,F,CCCCC(O)O,7,152304688
S0194,F,CCCCC(O)O,8,4737263
S0194,F,CCCCC(O)O,9,14924414
S0194,F,CCCCC(O)O,10,88332925
S0195,F,CCCCC(O)c1ccccc1,1,81113917
S0195,F,CCCCC(O)c1ccccc1,2,23028641
S0195,F,CCCCC(O)c1ccccc1,3,143215247
S0195,F,CCCCC(O)c1ccccc1,4,115515409
S0195,F,CCCCC(O)c1ccccc1,5,113659118
S0195,F,CCCCC(O)c1ccccc1,6,115828364
S0195,F,CCCCC(O)c1ccccc1,7,13431581
S0195,F,CCCCC(O)c1ccccc1,8,156765299
S0195,F,CCCCC(O)c1ccccc1,9,3089130
S0195,F,CCCCC(O)c1ccccc1,10,140202637
S0196,F,CCCCC1CO1,3,58107264
S0196,F,CCCCC1CO1,4,53698014
S0196,F,CCCCC1CO1,5,57890862
S0196,F,CCCCC1CO1,6,135191741
S0196,F,CCCCC1CO1,7,87746284
S0196,F,CCCCC1CO1,8,156789124
S0196,F,CCCCC1CO1,9,2775804
S0196,F,CCCCC1CO1,10,87690918
S0196,F,CCCCC1CO1,11,88541622
S0196,F,CCCCC1CO1,12,12534877
S0197,F,CCCCC=O,1,57077674
S0197,F,CCCCC=O,2,84762141
S0197,F,CCCCC=O,3,13459588
S0197,F,CCCCC=O,4,88358560
S0197,F,CCCCC=O,5,143769147
S0197,F,CCCCC=O,6,90124626
S0197,F,CCCCC=O,7,2782533
S0197,F,CCCCC=O,8,98117959
S0197,F,CCCCC=O,9,2769667
S0197,F,CCCCC=O,10,67812
S0198,F,CCCCCC,1,54396108
S0198,F,CCCCCC,2,88180804
S0198,F,CCCCCC,3,13394811
S0198,F,CCCCCC,4,556226
S0198,F,CCCCCC,5,125096
S0198,F,CCCCCC,6,21555997
S0198,F,CCCCCC,7,57667460
S0198,F,CCCCCC,8,22598612
S0198,F,CCCCCC,9,53869152
S0198,F,CCCCCC,10,23021965
S0198,F,CCCCCC,11,22743926
S0198,F,CCCCCC,12,85719505
S0198,F,CCCCCC,13,550442
S0198,F,CCCCCC,14,9639
S0199,F,CCCCCC(=O)O,1,9736
S0199,F,CCCCCC(=O)O,2,87737975
S0199,F,CCCCCC(=O)O,3,53401778
S0199,F,CCCCCC(=O)O,4,91326737
S0199,F,CCCCCC(=O)O,5,165066166
S0199,F,CCCCCC(=O)O,6,172561052
S0199,F,CCCCCC(=O)O,7,2774909
S0199,F,CCCCCC(=O)O,8,21982948
S0199,F,CCCCCC(=O)O,9,15544178
S0199,F,CCCCCC(=O)O,10,139594650
S0199,F,CCCCCC(=O)O,11,67542
